id,nuts2,nuts2_method
ES_202630,ES52,inside
ES_202631,ES51,inside
ES_202635,ES52,inside
ES_202766,ES52,inside
ES_202768,ES52,inside
ES_202771,ES52,inside
ES_202790,ES52,inside
ES_202795,ES52,inside
ES_202829,ES61,inside
ES_202830,ES43,inside
ES_202877,ES41,inside
ES_202882,ES52,inside
ES_202885,ES24,inside
ES_202915,ES61,inside
ES_202917,ES61,inside
ES_202925,ES61,inside
ES_202927,ES61,inside
ES_202928,ES52,inside
ES_202939,ES13,inside
ES_202941,ES52,inside
ES_203,ES12,inside
ES_203074,ES52,inside
ES_203075,ES52,inside
ES_203078,ES61,inside
ES_203118,ES22,inside
ES_203222,ES52,inside
ES_203223,ES52,inside
ES_203522,ES61,inside
ES_203622,ES52,inside
ES_203623,ES52,inside
ES_203624,ES52,inside
ES_203625,ES52,inside
ES_203626,ES52,inside
ES_203627,ES52,inside
ES_203629,ES11,inside
ES_203651,ES52,inside
ES_203653,ES52,inside
ES_203654,ES61,inside
ES_203660,ES13,inside
ES_203662,ES52,inside
ES_203664,ES52,inside
ES_203672,ES52,inside
ES_203673,ES51,inside
ES_203692,ES52,inside
ES_203734,ES52,inside
ES_203736,ES21,inside
ES_203737,ES51,inside
ES_203767,ES13,inside
ES_203769,ES52,inside
ES_203774,ES52,inside
ES_203775,ES52,inside
ES_203821,ES52,inside
ES_203876,ES52,inside
ES_203891,ES41,inside
ES_203951,ES43,inside
ES_203952,ES52,inside
ES_203954,ES52,inside
ES_204,ES12,inside
ES_204640,ES11,inside
ES_204923,ES52,inside
ES_204941,ES52,inside
ES_204946,ES52,inside
ES_204947,ES52,inside
ES_204949,ES62,inside
ES_204961,ES30,inside
ES_204964,ES52,inside
ES_204968,ES21,inside
ES_204982,ES52,inside
ES_204990,ES21,inside
ES_205,ES12,inside
ES_205190,ES11,inside
ES_205232,ES52,inside
ES_205233,ES52,inside
ES_205285,ES30,inside
ES_205306,ES21,inside
ES_205388,ES52,inside
ES_205394,ES52,inside
ES_205549,ES52,inside
ES_205568,ES22,inside
ES_205577,ES51,inside
ES_205622,ES52,inside
ES_205633,ES52,inside
ES_205656,ES52,inside
ES_205664,ES30,inside
ES_205744,ES52,inside
ES_205747,ES22,inside
ES_205770,ES52,inside
ES_205776,ES30,inside
ES_205781,ES51,inside
ES_205783,ES52,inside
ES_205784,ES51,inside
ES_205812,ES30,inside
ES_205813,ES51,inside
ES_205814,ES13,inside
ES_205817,ES24,inside
ES_205833,ES24,inside
ES_205841,ES51,inside
ES_205866,ES61,inside
ES_205897,ES51,inside
ES_205910,ES51,inside
ES_205951,ES43,inside
ES_206,ES12,inside
ES_206011,ES61,inside
ES_206015,ES52,inside
ES_206017,ES52,inside
ES_206027,ES52,inside
ES_206034,ES43,inside
ES_206038,ES22,inside
ES_206058,ES62,inside
ES_206059,ES51,nearest_5km
ES_206061,ES52,inside
ES_206079,ES41,inside
ES_206080,ES43,inside
ES_206081,ES43,inside
ES_206100,ES52,inside
ES_206101,ES52,inside
ES_206130,ES52,inside
ES_206149,ES12,inside
ES_206163,ES30,inside
ES_206167,ES62,inside
ES_206168,ES61,inside
ES_206169,ES61,inside
ES_206224,ES52,inside
ES_206275,ES52,inside
ES_206276,ES52,inside
ES_206293,ES61,inside
ES_206294,ES52,inside
ES_206310,ES52,inside
ES_206315,ES41,inside
ES_206347,ES30,inside
ES_206349,ES52,inside
ES_206366,ES30,inside
ES_206381,ES52,inside
ES_206405,ES43,inside
ES_206584,ES52,inside
ES_206589,ES12,nearest_5km
ES_206701,ES61,inside
ES_206725,ES52,inside
ES_206918,ES11,inside
ES_206935,ES11,inside
ES_206979,ES52,inside
ES_206983,ES11,inside
ES_207,ES12,inside
ES_207040,ES62,inside
ES_207043,ES21,inside
ES_207264,ES52,inside
ES_207302,ES52,inside
ES_207484,ES70,inside
ES_207505,ES21,inside
ES_207559,ES52,inside
ES_207564,ES62,inside
ES_207695,ES52,inside
ES_207802,ES51,inside
ES_207862,ES51,inside
ES_208,ES12,inside
ES_208102,ES11,inside
ES_208782,ES52,inside
ES_208922,ES13,inside
ES_208924,ES21,inside
ES_208983,ES52,inside
ES_208985,ES61,inside
ES_209,ES12,inside
ES_209006,ES13,inside
ES_209007,ES13,inside
ES_209008,ES13,inside
ES_209043,ES61,inside
ES_209080,ES24,inside
ES_209162,ES51,inside
ES_209542,ES41,inside
ES_209566,ES52,inside
ES_209582,ES62,inside
ES_209945,ES52,inside
ES_21,ES61,inside
ES_210,ES12,inside
ES_210003,ES51,inside
ES_210004,ES51,inside
ES_210005,ES41,inside
ES_210020,ES13,inside
ES_210062,ES30,inside
ES_210083,ES62,inside
ES_210364,ES52,inside
ES_210478,ES42,inside
ES_210480,ES42,inside
ES_210557,ES13,inside
ES_210605,ES24,inside
ES_210615,ES41,inside
ES_210672,ES30,inside
ES_210691,ES41,inside
ES_210692,ES41,inside
ES_210703,ES24,inside
ES_210777,ES51,inside
ES_210818,ES52,inside
ES_211,ES12,inside
ES_211118,ES51,inside
ES_211119,ES51,inside
ES_212,ES12,inside
ES_212181,ES51,inside
ES_212440,ES52,inside
ES_212480,ES41,inside
ES_212500,ES51,inside
ES_212660,ES51,inside
ES_212682,ES51,inside
ES_212684,ES53,inside
ES_212685,ES61,inside
ES_212686,ES70,inside
ES_212702,ES70,inside
ES_212760,ES24,inside
ES_212781,ES30,inside
ES_212801,ES70,inside
ES_212820,ES11,inside
ES_212921,ES30,inside
ES_212922,ES61,inside
ES_213,ES12,inside
ES_213720,ES30,inside
ES_213721,ES30,inside
ES_213722,ES30,inside
ES_213800,ES24,inside
ES_214,ES12,inside
ES_214520,ES52,inside
ES_214580,ES30,inside
ES_214581,ES30,inside
ES_214600,ES42,inside
ES_214601,ES41,inside
ES_214800,ES52,inside
ES_214801,ES70,inside
ES_214820,ES70,inside
ES_214821,ES51,inside
ES_215,ES12,inside
ES_215941,ES52,inside
ES_216,ES12,inside
ES_216180,ES52,inside
ES_216400,ES21,inside
ES_216520,ES24,inside
ES_216540,ES52,inside
ES_216541,ES61,inside
ES_216621,ES62,inside
ES_216640,ES52,inside
ES_216720,ES52,inside
ES_217,ES12,inside
ES_217300,ES42,inside
ES_217920,ES52,inside
ES_218,ES12,inside
ES_218340,ES41,inside
ES_218382,ES52,inside
ES_218700,ES52,inside
ES_218702,ES43,inside
ES_218763,ES51,inside
ES_218800,ES41,inside
ES_218801,ES30,inside
ES_218820,ES30,inside
ES_219,ES12,inside
ES_219420,ES41,inside
ES_219900,ES41,inside
ES_22,ES61,inside
ES_220,ES12,inside
ES_220160,ES51,inside
ES_220343,ES30,inside
ES_220382,ES11,inside
ES_220523,ES61,inside
ES_220528,ES43,inside
ES_220694,ES61,inside
ES_220730,ES61,inside
ES_220891,ES51,inside
ES_220930,ES51,inside
ES_220933,ES51,inside
ES_221,ES12,inside
ES_221151,ES41,inside
ES_221201,ES22,inside
ES_221942,ES52,inside
ES_221994,ES52,inside
ES_222,ES70,inside
ES_222046,ES61,inside
ES_223,ES70,inside
ES_224,ES70,nearest_5km
ES_224825,ES13,inside
ES_225,ES70,inside
ES_225020,ES61,inside
ES_225542,ES42,inside
ES_226,ES70,inside
ES_226040,ES61,inside
ES_226463,ES30,inside
ES_226542,ES30,inside
ES_226573,ES52,inside
ES_226684,ES52,inside
ES_226861,ES23,inside
ES_226924,ES21,inside
ES_227,ES70,inside
ES_227045,ES21,inside
ES_227059,ES51,inside
ES_227089,ES30,inside
ES_227270,ES61,inside
ES_227276,ES62,inside
ES_227308,ES30,inside
ES_227312,ES30,inside
ES_227342,ES61,inside
ES_227344,ES51,inside
ES_227406,ES61,inside
ES_227583,ES30,inside
ES_227625,ES42,inside
ES_228,ES70,inside
ES_228101,ES30,inside
ES_228160,ES30,inside
ES_228488,ES51,inside
ES_228984,ES30,inside
ES_229,ES70,inside
ES_23,ES61,inside
ES_230,ES70,inside
ES_231,ES70,inside
ES_231309,ES61,inside
ES_231560,ES12,inside
ES_231720,ES30,inside
ES_232,ES70,inside
ES_232001,ES30,inside
ES_232341,ES61,inside
ES_232342,ES61,inside
ES_232343,ES61,inside
ES_232380,ES70,inside
ES_232381,ES70,inside
ES_233,ES13,inside
ES_233342,ES21,inside
ES_233691,ES52,inside
ES_234,ES13,inside
ES_235,ES13,inside
ES_23527781,ES61,inside
ES_236,ES13,inside
ES_237,ES13,inside
ES_238,ES13,inside
ES_239,ES13,inside
ES_24,ES61,inside
ES_240,ES13,inside
ES_241,ES13,inside
ES_242,ES13,inside
ES_243,ES13,inside
ES_244,ES13,inside
ES_245,ES13,inside
ES_246,ES13,inside
ES_247,ES13,inside
ES_248,ES41,inside
ES_249,ES41,inside
ES_25,ES61,inside
ES_250,ES41,inside
ES_251,ES41,inside
ES_252,ES41,inside
ES_253,ES41,inside
ES_254,ES41,inside
ES_255,ES41,inside
ES_256,ES41,inside
ES_257,ES41,inside
ES_258,ES41,inside
ES_259,ES41,inside
ES_26,ES61,inside
ES_260,ES41,inside
ES_261,ES41,inside
ES_262,ES41,inside
ES_263,ES41,inside
ES_264,ES41,inside
ES_265,ES41,inside
ES_266,ES41,inside
ES_267,ES41,inside
ES_268,ES41,inside
ES_269,ES41,inside
ES_27,ES61,inside
ES_270,ES41,inside
ES_271,ES41,inside
ES_272,ES41,inside
ES_273,ES41,inside
ES_274,ES41,inside
ES_275,ES41,inside
ES_276,ES41,inside
ES_277,ES41,inside
ES_278,ES41,inside
ES_279,ES41,inside
ES_28,ES61,inside
ES_280,ES41,inside
ES_28024123,ES51,inside
ES_28054674,ES21,inside
ES_281,ES41,inside
ES_282,ES41,inside
ES_283,ES41,inside
ES_284,ES41,inside
ES_285,ES41,inside
ES_28542751,ES30,inside
ES_286,ES41,inside
ES_287,ES41,inside
ES_288,ES41,inside
ES_289,ES41,inside
ES_29,ES61,inside
ES_290,ES41,inside
ES_291,ES41,inside
ES_292,ES41,inside
ES_293,ES41,inside
ES_294,ES41,inside
ES_295,ES41,inside
ES_296,ES41,inside
ES_297,ES41,inside
ES_298,ES41,inside
ES_299,ES41,inside
ES_3,ES61,inside
ES_30,ES61,inside
ES_300,ES41,inside
ES_301,ES41,inside
ES_302,ES41,inside
ES_30212088,ES62,inside
ES_303,ES42,inside
ES_304,ES30,inside
ES_305,ES42,inside
ES_306,ES42,inside
ES_307,ES42,inside
ES_308,ES42,inside
ES_309,ES42,inside
ES_31,ES61,inside
ES_310,ES42,inside
ES_311,ES42,inside
ES_313,ES42,inside
ES_314,ES42,inside
ES_315,ES42,inside
ES_316,ES42,inside
ES_317,ES42,inside
ES_318,ES42,inside
ES_319,ES42,inside
ES_32,ES61,inside
ES_320,ES42,inside
ES_32002644,ES11,inside
ES_323,ES42,inside
ES_324,ES42,inside
ES_325,ES42,inside
ES_326,ES42,inside
ES_327,ES42,inside
ES_329,ES42,inside
ES_33,ES61,inside
ES_330,ES42,inside
ES_331,ES42,inside
ES_332,ES42,inside
ES_333,ES42,inside
ES_334,ES42,inside
ES_335,ES42,inside
ES_336,ES42,inside
ES_337,ES42,inside
ES_338,ES42,inside
ES_339,ES42,inside
ES_34,ES61,inside
ES_340,ES42,inside
ES_341,ES42,inside
ES_342,ES42,inside
ES_343,ES42,inside
ES_344,ES42,inside
ES_345,ES42,inside
ES_346,ES42,inside
ES_347,ES42,inside
ES_348,ES42,inside
ES_349,ES42,inside
ES_35,ES61,inside
ES_350,ES42,inside
ES_351,ES42,inside
ES_352,ES42,inside
ES_353,ES42,inside
ES_354,ES42,inside
ES_355,ES42,inside
ES_356,ES42,inside
ES_357,ES42,inside
ES_358,ES42,inside
ES_359,ES42,inside
ES_36,ES61,inside
ES_360,ES42,inside
ES_361,ES42,inside
ES_362,ES42,inside
ES_363,ES42,inside
ES_364,ES42,inside
ES_365,ES42,inside
ES_366,ES42,inside
ES_367,ES42,inside
ES_368,ES42,inside
ES_369,ES42,inside
ES_37,ES61,inside
ES_370,ES42,inside
ES_371,ES42,inside
ES_372,ES42,inside
ES_373,ES42,inside
ES_374,ES42,inside
ES_375,ES42,inside
ES_376,ES42,inside
ES_377,ES42,inside
ES_378,ES42,inside
ES_379,ES42,inside
ES_38,ES61,inside
ES_380,ES42,inside
ES_381,ES42,inside
ES_382,ES42,inside
ES_383,ES51,inside
ES_384,ES51,inside
ES_385,ES51,inside
ES_386,ES51,inside
ES_387,ES51,inside
ES_388,ES51,inside
ES_389,ES51,inside
ES_39,ES61,inside
ES_390,ES51,inside
ES_391,ES51,inside
ES_392,ES51,inside
ES_393,ES51,inside
ES_394,ES51,inside
ES_395,ES51,inside
ES_396,ES51,inside
ES_397,ES51,inside
ES_398,ES51,inside
ES_399,ES51,inside
ES_4,ES61,inside
ES_40,ES61,inside
ES_400,ES51,inside
ES_401,ES51,inside
ES_402,ES51,inside
ES_403,ES51,inside
ES_404,ES51,inside
ES_405,ES51,inside
ES_406,ES51,inside
ES_407,ES51,inside
ES_408,ES51,inside
ES_409,ES51,inside
ES_41,ES61,inside
ES_410,ES51,inside
ES_411,ES51,inside
ES_412,ES51,inside
ES_413,ES51,inside
ES_414,ES51,inside
ES_415,ES51,inside
ES_416,ES62,inside
ES_417,ES51,inside
ES_418,ES51,inside
ES_419,ES51,inside
ES_42,ES61,inside
ES_421,ES51,inside
ES_422,ES51,inside
ES_423,ES51,inside
ES_424,ES51,inside
ES_425,ES51,inside
ES_426,ES51,inside
ES_427,ES51,inside
ES_428,ES51,inside
ES_429,ES51,inside
ES_43,ES61,inside
ES_430,ES51,inside
ES_431,ES51,inside
ES_432,ES51,inside
ES_433,ES51,inside
ES_435,ES51,inside
ES_436,ES51,inside
ES_437,ES51,inside
ES_438,ES51,inside
ES_439,ES51,inside
ES_44,ES62,inside
ES_440,ES51,inside
ES_441,ES51,inside
ES_442,ES51,inside
ES_443,ES51,inside
ES_444,ES51,inside
ES_445,ES51,inside
ES_446,ES51,inside
ES_447,ES51,inside
ES_448,ES51,inside
ES_449,ES51,inside
ES_45,ES61,inside
ES_450,ES51,inside
ES_451,ES51,inside
ES_452,ES51,inside
ES_453,ES51,inside
ES_454,ES51,inside
ES_455,ES51,inside
ES_456,ES51,inside
ES_457,ES51,inside
ES_458,ES51,inside
ES_459,ES51,inside
ES_46,ES61,inside
ES_460,ES51,inside
ES_461,ES51,inside
ES_463,ES51,inside
ES_464,ES51,inside
ES_465,ES51,inside
ES_466,ES51,inside
ES_467,ES51,inside
ES_468,ES51,inside
ES_469,ES51,inside
ES_47,ES61,inside
ES_470,ES51,inside
ES_47005368,ES41,inside
ES_471,ES51,inside
ES_472,ES51,inside
ES_474,ES51,inside
ES_475,ES51,inside
ES_476,ES51,inside
ES_477,ES51,inside
ES_478,ES51,inside
ES_479,ES51,inside
ES_48,ES61,inside
ES_480,ES51,inside
ES_481,ES51,inside
ES_482,ES51,inside
ES_483,ES51,inside
ES_484,ES24,inside
ES_485,ES51,inside
ES_486,ES51,inside
ES_487,ES51,inside
ES_488,ES51,inside
ES_489,ES51,inside
ES_48928881,ES21,inside
ES_49,ES61,inside
ES_490,ES51,inside
ES_491,ES51,inside
ES_492,ES51,inside
ES_493,ES51,inside
ES_494,ES51,inside
ES_495,ES51,inside
ES_496,ES51,inside
ES_497,ES51,inside
ES_498,ES51,inside
ES_499,ES51,inside
ES_5,ES61,inside
ES_50,ES61,inside
ES_500,ES51,inside
ES_501,ES51,inside
ES_502,ES51,inside
ES_503,ES51,inside
ES_504,ES51,inside
ES_505,ES51,inside
ES_506,ES51,inside
ES_507,ES51,inside
ES_508,ES51,inside
ES_509,ES51,inside
ES_51,ES61,inside
ES_510,ES51,inside
ES_511,ES51,inside
ES_512,ES51,inside
ES_513,ES51,inside
ES_514,ES51,inside
ES_515,ES51,inside
ES_516,ES51,inside
ES_517,ES51,inside
ES_518,ES51,inside
ES_519,ES51,inside
ES_52,ES61,inside
ES_520,ES51,inside
ES_521,ES51,inside
ES_522,ES51,inside
ES_523,ES51,inside
ES_524,ES51,inside
ES_525,ES51,inside
ES_526,ES63,nearest_5km
ES_527,ES52,inside
ES_528,ES52,inside
ES_529,ES52,inside
ES_53,ES61,inside
ES_530,ES52,inside
ES_531,ES52,inside
ES_532,ES52,inside
ES_533,ES52,inside
ES_534,ES52,inside
ES_535,ES52,inside
ES_536,ES52,inside
ES_537,ES52,inside
ES_538,ES52,inside
ES_539,ES52,inside
ES_54,ES61,inside
ES_540,ES52,inside
ES_541,ES52,inside
ES_542,ES52,inside
ES_543,ES52,inside
ES_544,ES52,inside
ES_545,ES52,inside
ES_546,ES52,inside
ES_547,ES52,inside
ES_548,ES42,inside
ES_549,ES52,inside
ES_55,ES61,inside
ES_550,ES52,inside
ES_551,ES52,inside
ES_552,ES52,inside
ES_553,ES52,inside
ES_554,ES52,inside
ES_555,ES52,inside
ES_556,ES52,inside
ES_557,ES52,inside
ES_558,ES52,inside
ES_559,ES52,inside
ES_56,ES61,inside
ES_560,ES51,inside
ES_561,ES62,inside
ES_562,ES52,inside
ES_563,ES52,inside
ES_564,ES52,inside
ES_565,ES52,inside
ES_566,ES52,inside
ES_567,ES52,inside
ES_568,ES52,inside
ES_569,ES52,inside
ES_57,ES61,inside
ES_570,ES52,inside
ES_571,ES52,inside
ES_572,ES62,inside
ES_573,ES52,inside
ES_574,ES52,inside
ES_575,ES52,inside
ES_576,ES52,inside
ES_577,ES52,inside
ES_578,ES52,inside
ES_579,ES52,inside
ES_58,ES61,inside
ES_580,ES52,inside
ES_581,ES52,inside
ES_582,ES52,inside
ES_583,ES52,inside
ES_58389123,ES51,inside
ES_584,ES52,inside
ES_585,ES52,inside
ES_586,ES52,inside
ES_587,ES52,inside
ES_588,ES52,inside
ES_58842170,ES51,inside
ES_589,ES52,inside
ES_59,ES61,inside
ES_590,ES52,inside
ES_591,ES52,inside
ES_592,ES52,inside
ES_593,ES52,inside
ES_594,ES52,inside
ES_595,ES52,inside
ES_596,ES52,inside
ES_597,ES52,inside
ES_598,ES52,inside
ES_599,ES52,inside
ES_6,ES61,inside
ES_60,ES61,inside
ES_600,ES52,inside
ES_601,ES52,inside
ES_602,ES52,inside
ES_603,ES52,inside
ES_604,ES52,inside
ES_605,ES52,inside
ES_606,ES52,inside
ES_607,ES52,inside
ES_608,ES52,inside
ES_609,ES52,inside
ES_61,ES61,inside
ES_610,ES52,inside
ES_611,ES52,inside
ES_612,ES52,inside
ES_613,ES52,inside
ES_61373717,ES21,inside
ES_614,ES52,inside
ES_615,ES52,inside
ES_616,ES52,inside
ES_617,ES52,inside
ES_618,ES52,inside
ES_619,ES52,inside
ES_62,ES61,inside
ES_620,ES52,inside
ES_621,ES43,inside
ES_622,ES43,inside
ES_623,ES43,inside
ES_624,ES43,inside
ES_625,ES43,inside
ES_626,ES43,inside
ES_627,ES11,inside
ES_62733126,ES24,inside
ES_628,ES11,inside
ES_629,ES11,inside
ES_63,ES61,inside
ES_630,ES11,inside
ES_631,ES11,inside
ES_632,ES11,inside
ES_633,ES11,inside
ES_634,ES11,inside
ES_635,ES11,inside
ES_636,ES11,inside
ES_637,ES11,inside
ES_638,ES11,inside
ES_639,ES11,inside
ES_64,ES61,inside
ES_640,ES11,inside
ES_641,ES11,inside
ES_642,ES11,inside
ES_643,ES11,inside
ES_644,ES11,inside
ES_645,ES11,inside
ES_646,ES11,inside
ES_647,ES11,inside
ES_648,ES11,inside
ES_649,ES11,inside
ES_65,ES61,inside
ES_650,ES11,inside
ES_651,ES11,inside
ES_652,ES11,inside
ES_653,ES11,inside
ES_654,ES11,inside
ES_655,ES11,inside
ES_656,ES11,inside
ES_657,ES11,inside
ES_658,ES11,inside
ES_659,ES11,inside
ES_66,ES61,inside
ES_660,ES11,inside
ES_661,ES11,inside
ES_662,ES11,inside
ES_663,ES11,inside
ES_664,ES11,inside
ES_665,ES11,inside
ES_666,ES11,inside
ES_667,ES11,inside
ES_668,ES11,inside
ES_669,ES11,inside
ES_67,ES61,inside
ES_670,ES11,inside
ES_671,ES11,inside
ES_672,ES11,inside
ES_673,ES11,inside
ES_674,ES11,inside
ES_675,ES53,inside
ES_676,ES53,inside
ES_677,ES53,inside
ES_678,ES53,inside
ES_679,ES53,nearest_5km
ES_68,ES61,inside
ES_680,ES53,inside
ES_681,ES53,inside
ES_682,ES53,inside
ES_683,ES53,inside
ES_684,ES53,inside
ES_685,ES53,inside
ES_686,ES53,inside
ES_687,ES23,inside
ES_688,ES22,inside
ES_689,ES23,inside
ES_69,ES61,inside
ES_690,ES23,inside
ES_691,ES23,inside
ES_692,ES30,inside
ES_693,ES23,inside
ES_694,ES23,inside
ES_695,ES23,inside
ES_696,ES23,inside
ES_697,ES30,inside
ES_698,ES30,inside
ES_699,ES30,inside
ES_7,ES61,inside
ES_70,ES61,inside
ES_700,ES30,inside
ES_701,ES30,inside
ES_702,ES30,inside
ES_703,ES30,inside
ES_704,ES30,inside
ES_705,ES30,inside
ES_706,ES30,inside
ES_707,ES30,inside
ES_708,ES30,inside
ES_709,ES30,inside
ES_71,ES61,inside
ES_710,ES30,inside
ES_711,ES30,inside
ES_712,ES52,inside
ES_713,ES30,inside
ES_714,ES30,inside
ES_715,ES30,inside
ES_716,ES30,inside
ES_717,ES30,inside
ES_718,ES42,inside
ES_719,ES64,nearest_5km
ES_72,ES61,inside
ES_720,ES62,inside
ES_721,ES62,inside
ES_722,ES62,inside
ES_723,ES62,inside
ES_724,ES62,inside
ES_725,ES62,inside
ES_726,ES62,inside
ES_727,ES62,inside
ES_728,ES62,inside
ES_729,ES62,inside
ES_73,ES61,inside
ES_730,ES62,inside
ES_731,ES62,inside
ES_732,ES62,inside
ES_733,ES62,inside
ES_735,ES62,inside
ES_736,ES62,inside
ES_737,ES62,inside
ES_738,ES62,inside
ES_739,ES22,inside
ES_74,ES61,inside
ES_740,ES22,inside
ES_741,ES22,inside
ES_742,ES22,inside
ES_743,ES22,inside
ES_744,ES22,inside
ES_745,ES22,inside
ES_746,ES22,inside
ES_747,ES22,inside
ES_748,ES22,inside
ES_749,ES22,inside
ES_75,ES61,inside
ES_750,ES22,inside
ES_751,ES22,inside
ES_752,ES22,inside
ES_753,ES22,inside
ES_754,ES22,inside
ES_755,ES22,inside
ES_756,ES22,inside
ES_757,ES22,inside
ES_758,ES22,inside
ES_759,ES21,inside
ES_76,ES61,inside
ES_760,ES21,inside
ES_761,ES21,inside
ES_762,ES21,inside
ES_763,ES21,inside
ES_764,ES21,inside
ES_765,ES21,inside
ES_766,ES21,inside
ES_767,ES21,inside
ES_768,ES21,nearest_5km
ES_769,ES21,nearest_5km
ES_77,ES61,inside
ES_770,ES21,inside
ES_771,ES21,inside
ES_772,ES21,nearest_5km
ES_773,ES21,inside
ES_774,ES21,nearest_5km
ES_775,ES21,nearest_5km
ES_776,ES21,inside
ES_778,ES21,inside
ES_779,ES21,inside
ES_78,ES61,inside
ES_780,ES21,inside
ES_781,ES21,inside
ES_782,ES21,inside
ES_783,ES21,inside
ES_784,ES21,inside
ES_785,ES21,inside
ES_786,ES21,inside
ES_787,ES21,inside
ES_788,ES21,inside
ES_789,ES21,inside
ES_79,ES61,inside
ES_790,ES21,inside
ES_791,ES21,inside
ES_792,ES21,inside
ES_793,ES21,inside
ES_794,ES21,inside
ES_795,ES21,inside
ES_796,ES21,inside
ES_797,ES21,inside
ES_798,ES21,inside
ES_799,ES21,inside
ES_8,ES61,inside
ES_80,ES61,inside
ES_800,ES21,inside
ES_801,ES21,inside
ES_802,ES21,inside
ES_803,ES21,inside
ES_804,ES21,inside
ES_805,ES21,inside
ES_806,ES21,inside
ES_807,ES21,inside
ES_808,ES21,inside
ES_809,ES21,inside
ES_81,ES61,inside
ES_810,ES21,inside
ES_811,ES21,inside
ES_812,ES21,inside
ES_813,ES41,inside
ES_815,ES21,inside
ES_816,ES21,inside
ES_817,ES21,inside
ES_818,ES13,inside
ES_819,ES51,inside
ES_82,ES61,inside
ES_820,ES70,inside
ES_824,ES24,inside
ES_825,ES24,inside
ES_826,ES24,inside
ES_827,ES12,inside
ES_828,ES51,inside
ES_829,ES51,inside
ES_83,ES61,inside
ES_830,ES52,inside
ES_831,ES52,inside
ES_832,ES43,inside
ES_833,ES43,inside
ES_834,ES52,inside
ES_835,ES52,inside
ES_836,ES51,inside
ES_837,ES42,inside
ES_838,ES61,inside
ES_839,ES61,inside
ES_84,ES61,inside
ES_840,ES61,inside
ES_841,ES61,inside
ES_842,ES41,inside
ES_843,ES41,inside
ES_844,ES30,inside
ES_84435890,ES41,inside
ES_845,ES61,inside
ES_846,ES61,inside
ES_848,ES61,inside
ES_849,ES61,inside
ES_85,ES62,inside
ES_850,ES61,inside
ES_851,ES61,inside
ES_852,ES61,inside
ES_853,ES61,inside
ES_854,ES61,inside
ES_855,ES61,inside
ES_856,ES61,inside
ES_857,ES61,inside
ES_858,ES61,inside
ES_859,ES61,inside
ES_86,ES61,inside
ES_860,ES61,inside
ES_861,ES61,inside
ES_862,ES61,inside
ES_863,ES61,inside
ES_864,ES61,inside
ES_865,ES61,inside
ES_866,ES61,inside
ES_867,ES61,inside
ES_868,ES61,inside
ES_869,ES61,inside
ES_87,ES61,inside
ES_870,ES61,inside
ES_871,ES61,inside
ES_872,ES61,inside
ES_873,ES24,inside
ES_874,ES24,inside
ES_875,ES24,inside
ES_876,ES24,inside
ES_877,ES24,inside
ES_878,ES24,inside
ES_879,ES24,inside
ES_88,ES61,inside
ES_880,ES24,inside
ES_881,ES24,inside
ES_882,ES12,inside
ES_883,ES12,inside
ES_884,ES12,inside
ES_885,ES12,inside
ES_886,ES70,inside
ES_887,ES13,inside
ES_888,ES13,inside
ES_889,ES13,inside
ES_89,ES61,inside
ES_890,ES13,inside
ES_891,ES41,inside
ES_892,ES41,inside
ES_893,ES41,inside
ES_894,ES41,inside
ES_895,ES41,inside
ES_896,ES41,inside
ES_897,ES41,inside
ES_898,ES41,inside
ES_899,ES41,inside
ES_9,ES61,inside
ES_90,ES61,inside
ES_900,ES41,inside
ES_90001,ES52,inside
ES_90002,ES24,inside
ES_90003,ES42,inside
ES_90004,ES52,inside
ES_90005,ES61,inside
ES_90006,ES61,inside
ES_90007,ES62,inside
ES_90008,ES70,nearest_5km
ES_90009,ES70,inside
ES_90010,ES61,inside
ES_90011,ES61,inside
ES_90012,ES51,inside
ES_90013,ES61,inside
ES_90014,ES30,inside
ES_90015,ES61,inside
ES_90016,ES61,inside
ES_90017,ES61,inside
ES_90018,ES61,inside
ES_90019,ES51,nearest_5km
ES_90020,ES11,inside
ES_90021,ES52,inside
ES_90022,ES11,inside
ES_90023,ES30,inside
ES_90024,ES42,inside
ES_90025,ES42,inside
ES_90026,ES51,inside
ES_90027,ES42,inside
ES_90028,ES70,inside
ES_90029,ES61,inside
ES_90030,ES22,inside
ES_90031,ES42,inside
ES_90032,ES51,inside
ES_90033,ES61,inside
ES_90034,ES61,inside
ES_90035,ES61,inside
ES_90036,ES43,inside
ES_90037,ES43,inside
ES_90038,ES61,inside
ES_90039,ES21,inside
ES_90040,ES51,inside
ES_90041,ES24,inside
ES_90042,ES41,inside
ES_90043,ES41,inside
ES_90044,ES61,inside
ES_90045,ES43,inside
ES_90046,ES61,inside
ES_90047,ES51,inside
ES_90048,ES70,inside
ES_90049,ES12,inside
ES_90050,ES24,inside
ES_90051,ES42,inside
ES_90052,ES61,inside
ES_90053,ES61,inside
ES_90054,ES12,inside
ES_90055,ES30,inside
ES_90056,ES70,nearest_5km
ES_90057,ES23,inside
ES_90058,ES51,inside
ES_90059,ES51,inside
ES_90060,ES61,inside
ES_90061,ES43,inside
ES_90062,ES51,inside
ES_90063,ES42,inside
ES_90064,ES42,inside
ES_90065,ES61,inside
ES_90066,ES43,inside
ES_90067,ES61,inside
ES_90068,ES24,inside
ES_90069,ES61,inside
